timestamp_ms,altitude_m,apogee_m,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,quat_r,quat_x,quat_y,quat_z,gps_lat,gps_lon,gps_satellites,gps_fix_type,gps_pos_acc_cm,gps_vel_acc_cm,gps_pdop,gps_itow,data_time_ms,data_altitude_m,baro_pressure_pa,baro_temp_c,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,highg_accel_x,highg_accel_y,highg_accel_z,mag_x,mag_y,mag_z
1781645860990,2.0946726774250237,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,402400,416931,859.8891665638098,91409.52408890535,37.69347249530256,-12688,70272,-960384,-875000,-1890000,-446250,0,0,780000,-3783,3315,-3295
1781645861475,1.6381268232865978,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,402700,417431,860.4803290432604,91402.98816660244,37.70229148864746,-6832,62464,-956480,463750,-87500,-1785000,0,780000,0,-3789,3325,-3312
1781645861961,2.014187430536026,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,403200,417931,859.7281942603464,91411.30387236377,37.70229148864746,-17568,67344,-972096,-2205000,-2791250,3106250,0,780000,780000,-3780,3351,-3276
1781645862447,2.30977765803857,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,403800,418431,860.1042548675958,91407.14601795428,37.70229148864746,-17568,66368,-959408,-3535000,-2345000,-1338750,0,0,0,-3767,3375,-3257
1781645862987,1.477157670925294,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,404300,418931,859.94328673712,91408.92571780014,37.71111046336591,-15616,61488,-946720,17500,2161250,-2222500,0,0,780000,-3775,3344,-3331
1781645863474,1.477157670925294,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,404800,419431,860.31936193469,91404.76778963019,37.71111046336591,-16592,54656,-960384,-866250,-5040000,1776250,0,780000,0,-3794,3305,-3337
1781645863960,1.1815943023214004,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,405300,419931,859.4867417134703,91413.97353481154,37.71551994374022,-26352,56608,-938912,-866250,1251250,2660000,0,780000,0,-3758,3328,-3340
1781645864446,1.3161916696682283,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,405800,420431,860.1583979771555,91406.54740586328,37.71992941945791,-30256,67344,-960384,-437500,341250,883750,0,780000,780000,-3757,3341,-3327
1781645864961,2.068330540095644,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,406400,420931,860.077917180021,91407.43721143148,37.72433889051899,-20496,58560,-961360,-1767500,2590000,-892500,0,0,780000,-3775,3345,-3358
1781645865447,1.9878497429612025,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,406700,421431,860.077917180021,91407.43721143148,37.72433889051899,-32208,77104,-976976,-857500,-2336250,1330000,0,0,0,-3769,3345,-3265
1781645865958,2.659564926079497,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,407200,421931,859.9974371706428,91408.32701530056,37.72874835692346,976,73200,-949648,2248750,-4121250,-446250,0,780000,0,-3754,3354,-3345
1781645866444,1.907369733582982,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,407700,422431,859.8364795151597,91410.10661794065,37.73756727576256,-11712,78080,-952576,-2178750,-1435000,2213750,0,780000,0,-3764,3319,-3312
1781645866959,2.659564926079497,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,408200,422931,859.8364795151597,91410.10661794065,37.73756727576256,-26352,52704,-943792,-6685000,-87500,-446250,0,0,0,-3747,3345,-3293
1781645867445,2.659564926079497,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,408800,423431,859.4604012520653,91414.26477656199,37.73756727576256,-25376,68320,-951600,1820000,-1435000,455000,780000,0,780000,-3762,3364,-3274
1781645867931,1.6659344319906495,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,409300,423931,860.212571347872,91405.94846237714,37.73756727576256,-28304,60512,-956480,-866250,813750,883750,0,780000,780000,-3799,3316,-3336
1781645868441,1.7464120780998655,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,409800,424431,860.4277242904784,91403.56975208099,37.7463861759752,-24400,65392,-958432,918750,-1435000,0,0,0,780000,-3801,3339,-3351
1781645868957,1.2898556580023524,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,410300,424932,860.212571347872,91405.94846237714,37.73756727576256,-25376,55632,-942816,910000,-2345000,-892500,0,0,780000,-3792,3319,-3319
1781645869443,1.3703338150054378,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,410600,425432,859.4604012520653,91414.26477656199,37.73756727576256,-40016,61488,-946720,-4436250,3062500,0,0,0,780000,-3774,3330,-3308
1781645869929,2.7942521762329307,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,411200,425932,860.051617865202,91407.72798140283,37.7463861759752,-20496,67344,-972096,1811250,-87500,883750,0,780000,780000,-3752,3313,-3313
1781645870414,1.9615504281422318,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,411700,426432,860.4277242904784,91403.56975208099,37.7463861759752,-33184,58560,-951600,910000,-87500,-1338750,780000,780000,780000,-3785,3320,-3353
1781645870926,1.5854575736289007,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,412300,426932,860.803844287648,91399.41152581674,37.7463861759752,-29280,58560,-965264,6300000,4418750,-1338750,0,0,780000,-3766,3327,-3321
1781645871440,2.096234070162268,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,412800,427432,860.1863015072221,91406.23890264773,37.759614491369575,-24400,62464,-954528,-866250,-525000,883750,0,780000,780000,-3761,3346,-3256
1781645871927,2.5528285624869795,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,413400,427932,860.2667749805715,91405.34918749207,37.7552050575614,-3904,62464,-950624,-5766250,-1890000,1330000,0,780000,780000,-3746,3318,-3281
1781645872413,2.9289631545034354,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520576,0,0,413900,428432,859.9711423054832,91408.61773836607,37.75079561909661,-38064,63440,-957456,-3088750,1268750,-910000,0,0,780000,-3752,3340,-3355
1781645872899,1.2635580177128531,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,414400,428932,860.2667749805715,91405.34918749207,37.7552050575614,-21472,77104,-962336,1365000,3062500,437500,0,0,780000,-3757,3340,-3262
1781645873438,2.096234070162268,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,414700,429432,860.4819508623522,91402.97023620873,37.76402392052114,-30256,47824,-947696,-1758750,-87500,-446250,0,0,0,-3769,3350,-3313
1781645873925,1.7743480540849532,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,415200,429932,860.1058288216029,91407.1286161033,37.76402392052114,-21472,64416,-965264,-1758750,-3692500,-3115000,0,780000,780000,-3747,3350,-3243
1781645874411,2.2309414389957283,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,415700,430432,860.6971455116264,91400.59112755314,37.77284276485443,-25376,74176,-966240,-1312500,-2327500,-446250,0,0,780000,-3749,3337,-3280
1781645874896,1.6938785193968897,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,416200,430932,859.4883054897522,91413.95624444168,37.77725218003616,-9760,65392,-974048,472500,3491250,2660000,0,780000,780000,-3766,3362,-3307
1781645875412,1.8286002584186463,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,416800,431432,859.7034772094968,91411.57715787395,37.78607099642977,-29280,69296,-969168,-3543750,1277500,1330000,0,780000,780000,-3739,3331,-3295
1781645875923,1.4524746417046117,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,417300,431932,859.7034772094968,91411.57715787395,37.78607099642977,-12688,74176,-956480,17500,-542500,-1785000,0,780000,0,-3752,3343,-3261
1781645876409,1.3720082579291102,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,417800,432432,860.294806885319,91405.03926824791,37.79488979419693,-43920,56608,-963312,-1750000,-1881250,437500,0,780000,780000,-3713,3325,-3310
1781645876895,1.8286002584186463,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,418400,432932,860.1338769487855,91406.81851261911,37.803708573337644,-45872,68320,-981856,-2187500,-980000,-446250,0,0,780000,-3727,3328,-3312
1781645877410,1.3720082579291102,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,418600,433432,859.3816100989394,91415.13596067256,37.803708573337644,-6832,78080,-956480,-857500,-988750,437500,0,780000,0,-3774,3344,-3292
1781645877897,1.2110778535521831,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,419100,433932,860.1338769487855,91406.81851261911,37.803708573337644,-18544,67344,-952576,481250,-2791250,2213750,0,780000,0,-3746,3325,-3297
1781645878407,3.091849342149544,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,419700,434432,860.4295674586688,91403.5493744067,37.80811795592308,-28304,73200,-949648,2275000,1715000,437500,0,780000,0,-3749,3299,-3305
1781645878893,1.5872050027088562,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,420200,434932,859.9729501630893,91408.59775018465,37.812527333851904,-40016,56608,-961360,-2642500,1715000,-892500,0,780000,0,-3755,3360,-3263
1781645879378,2.554744726604895,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,420700,435432,859.6772724397687,91411.86689315659,37.80811795592308,-18544,51728,-961360,-1303750,-980000,-1785000,0,0,780000,-3780,3346,-3299
1781645879894,1.9633457250184847,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520640,0,0,421200,435932,859.6772724397687,91411.86689315659,37.80811795592308,-13664,57584,-955504,-1750000,-2336250,1347500,0,780000,780000,-3756,3363,-3327
1781645880381,3.3875834126940845,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520704,0,0,421700,436432,861.4776508497539,91391.96258352244,37.812527333851904,-25376,59536,-955504,-3097500,-87500,2660000,0,780000,780000,-3770,3349,-3292
1781645880867,1.426278770825661,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520704,0,0,422300,436932,860.2686432700169,91405.32853175711,37.816936707124114,-14640,49776,-955504,-2187500,367500,0,0,0,780000,-3768,3337,-3273
1781645881376,1.882882726029493,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520704,0,0,422600,437432,859.7315658923558,91411.26659376963,37.825755439698696,-16592,61488,-960384,4488750,-988750,1330000,0,780000,780000,-3756,3340,-3321
1781645881893,1.8024205147419252,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520704,0,0,423100,437932,859.8120265282257,91410.37698094329,37.82134607573971,-20496,71248,-949648,-2196250,813750,437500,780000,0,780000,-3775,3329,-3303
1781645882378,1.8024205147419252,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520704,0,0,423600,438432,859.3554231268621,91415.42550829683,37.825755439698696,-21472,60512,-950624,-2642500,-980000,3106250,0,0,0,-3760,3384,-3337
1781645882863,0.6740360013811824,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,424200,438932,860.5643517617029,91402.05923787397,37.82134607573971,-35136,64416,-963312,-2196250,-1435000,437500,0,0,0,-3780,3354,-3308
1781645883350,3.0657474667783617,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,424700,439432,859.4358842735159,91414.53585706485,37.82134607573971,-25376,76128,-951600,481250,-3683750,-1338750,0,780000,780000,-3785,3354,-3352
1781645883891,0.8892264974986119,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,425200,439932,858.9792939345584,91419.58442588223,37.825755439698696,-23424,66368,-967216,-1330000,813750,-910000,0,0,780000,-3765,3338,-3306
1781645884376,1.8567369080445815,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,425700,440432,860.32297528195,91404.72784081346,37.83457415364683,-10736,62464,-953552,-2196250,-533750,-1802500,0,0,780000,-3776,3347,-3357
1781645884862,1.69582217177242,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,426300,440932,859.9468043451044,91408.88682603555,37.83457415364683,-27328,56608,-944768,-3552500,-1881250,1776250,0,780000,0,-3781,3357,-3326
1781645885348,2.6090923583271888,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,426600,441433,860.32297528195,91404.72784081346,37.83457415364683,-39040,56608,-953552,-6203750,-2782500,0,0,780000,780000,-3804,3373,-3329
1781645885864,2.824378777925631,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,427100,441933,859.8663465831186,91409.77639534962,37.83898350363597,-20496,58560,-960384,35000,-4138750,-892500,0,0,780000,-3783,3347,-3316
1781645886375,1.69582217177242,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,427600,442433,859.9468043451044,91408.88682603555,37.83457415364683,-11712,55632,-972096,-1303750,367500,-4007500,0,0,780000,-3772,3353,-3312
1781645886860,2.367724500119948,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,428100,442933,859.4901887109722,91413.93542203488,37.83898350363597,-31232,56608,-961360,35000,367500,-446250,0,0,780000,-3769,3331,-3340
1781645887346,1.480579546668423,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,428600,443433,860.6187030549701,91401.45835115286,37.83898350363597,-26352,45872,-949648,3158750,2616250,2213750,0,780000,780000,-3764,3320,-3293
1781645887862,2.4481796651740524,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,429200,443933,859.9468043451044,91408.88682603555,37.83457415364683,6832,69296,-958432,-3981250,1268750,1776250,0,780000,780000,-3767,3352,-3334
1781645888349,2.152450593682943,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,429700,444433,859.4901887109722,91413.93542203488,37.83898350363597,-6832,55632,-968192,-411250,1268750,-26250,0,780000,780000,-3764,3359,-3364
1781645888858,1.69582217177242,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,430200,444933,861.0753578865499,91396.40987954248,37.83457415364683,-24400,74176,-945744,-402500,-2791250,-1802500,0,780000,0,-3788,3320,-3329
1781645889345,2.904834219869258,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,430500,445433,861.0753578865499,91396.40987954248,37.83457415364683,-29280,89792,-952576,-1303750,-87500,2660000,0,0,780000,-3756,3344,-3343
1781645889831,2.152450593682943,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,431000,445933,859.9468043451044,91408.88682603555,37.83457415364683,-14640,69296,-967216,-3526250,367500,-3115000,780000,0,780000,-3798,3318,-3361
1781645890346,1.3196637888602254,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,431600,446433,859.5706469837282,91413.04581431558,37.83457415364683,-6832,59536,-954528,-857500,-87500,2213750,0,0,0,-3785,3347,-3359
1781645890832,2.152450593682943,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,432100,446933,860.5382471022339,91402.34784195427,37.843392848968506,-14640,65392,-940864,-411250,-533750,-892500,0,780000,0,-3764,3311,-3356
1781645891342,2.6090923583271888,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,432600,447433,860.5382471022339,91402.34784195427,37.843392848968506,-7808,71248,-957456,-2196250,-533750,2660000,0,780000,780000,-3767,3343,-3367
1781645891828,2.2329078448901782,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,433100,447933,859.40973122592,91414.8250280515,37.843392848968506,-37088,64416,-935008,-5328750,1268750,-26250,0,780000,780000,-3792,3368,-3342
1781645892344,1.3196637888602254,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,433600,448433,860.5382471022339,91402.34784195427,37.843392848968506,-16592,64416,-947696,-2213750,-78750,1776250,780000,780000,0,-3790,3356,-3330
1781645892831,1.1587511818596568,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,434100,448933,859.6249780233339,91412.4450930759,37.85221152566373,-34160,69296,-993568,-1303750,-2310000,1776250,0,0,780000,-3776,3342,-3296
1781645893316,1.6153659851785278,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,434500,449433,859.7858896088322,91410.66596296111,37.843392848968506,-35136,54656,-965264,-420000,2170000,1347500,0,0,780000,-3781,3381,-3368
1781645893825,1.750176152955646,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,435000,449933,860.2968839701026,91405.01630414314,37.85662085702643,-21472,55632,-972096,-2633750,-7735000,1776250,0,780000,0,-3778,3343,-3362
1781645894341,1.3740021515511671,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,435600,450433,859.8402435900155,91410.06500072728,37.86103018373251,-26352,61488,-969168,927500,3920000,883750,0,780000,780000,-3745,3337,-3349
1781645894828,1.6697236278685068,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,436100,450933,860.2164311680754,91405.90578813385,37.86103018373251,-38064,69296,-932080,-1321250,-1435000,-446250,0,0,780000,-3780,3344,-3342
1781645895313,1.1326454071453327,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,436700,451433,860.0555279270535,91407.68475100589,37.869848823174834,-12688,66368,-955504,-1741250,-533750,-2668750,-780000,780000,780000,-3765,3364,-3312
1781645895800,1.4283707786873947,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,437100,451933,860.3512801761302,91404.41490513856,37.87425813591108,-21472,64416,-933056,43750,1251250,883750,0,0,0,-3760,3298,-3318
1781645896316,2.0198676802781392,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,437700,452433,860.3512801761302,91404.41490513856,37.87425813591108,-15616,60512,-950624,3605000,805000,-2222500,0,0,780000,-3790,3330,-3303
1781645896826,2.3960854794813713,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,438200,452933,859.6532836087871,91412.13212837417,37.89189534028992,-1952,74176,-955504,-831250,-533750,0,0,780000,0,-3774,3350,-3301
1781645897312,2.235193733358642,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,438400,453433,859.1966454443611,91417.1811185614,37.8963046297431,-10736,62464,-955504,-857500,-96250,1776250,0,780000,0,-3772,3339,-3304
1781645897797,2.3156392125932825,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520768,0,0,438900,453933,860.3252611704185,91404.70256825963,37.8963046297431,-31232,81008,-959408,498750,822500,2213750,0,780000,780000,-3788,3329,-3319
1781645898313,1.858974912731469,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,439500,454433,860.3252611704185,91404.70256825963,37.8963046297431,-19520,74176,-942816,-2642500,813750,437500,0,0,0,-3826,3348,-3364
1781645898800,2.074305137847091,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,440000,454933,859.8685971475114,91409.75151222291,37.900713914539665,-23424,66368,-956480,1820000,-87500,2213750,0,0,780000,-3761,3348,-3321
1781645899310,2.45053856000186,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,440600,455433,860.5406059970617,91402.32176279915,37.90512319467962,-29280,70272,-958432,4497500,1268750,883750,0,0,0,-3783,3361,-3273
1781645899795,1.9938620215723404,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,441100,455933,860.5406059970617,91402.32176279915,37.90512319467962,-7808,46848,-962336,1382500,350000,2213750,0,0,780000,-3810,3383,-3326
1781645900282,1.9938620215723404,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,441600,456433,860.3797215735399,91404.10046117296,37.913941740989685,-16592,62464,-961360,1382500,813750,1776250,0,0,780000,-3784,3347,-3325
1781645900797,2.289654136480067,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,442200,456933,859.6272662666265,91412.41979275868,37.913941740989685,-24400,62464,-961360,-3543750,-78750,437500,0,780000,0,-3771,3360,-3339
1781645901284,2.209213106187576,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,442400,457433,859.4663829509954,91414.19863792545,37.9227602686733,-13664,60512,-955504,-3080000,-3228750,-3115000,0,780000,0,-3766,3334,-3408
1781645901793,2.1287728635300027,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,442900,457934,860.2188403005898,91405.87915272855,37.9227602686733,-19520,59536,-984784,-848750,2170000,2660000,0,780000,0,-3763,3360,-3392
1781645902280,1.8874568614095324,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,443500,458434,859.3055027859879,91415.97747627182,37.931578777730465,-28304,71248,-953552,481250,-2336250,883750,0,0,780000,-3790,3364,-3346
1781645902795,1.8070197693139107,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,444000,458934,859.8970872063737,91409.43651538013,37.94039726816118,-24400,48800,-972096,-2187500,-1881250,1776250,0,0,0,-3783,3304,-3354
1781645903282,2.0483334085197384,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520832,0,0,444500,459434,859.5208496988844,91413.59641005915,37.94039726816118,-33184,63440,-946720,1391250,822500,3605000,0,780000,780000,-3774,3320,-3395
1781645903768,1.8070197693139107,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520896,0,0,445200,459934,859.3599768563428,91415.37515795679,37.94921573996544,-26352,63440,-956480,936250,-1426250,437500,0,780000,780000,-3793,3333,-3398
1781645904278,2.5595355294294677,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520896,0,0,445600,460434,859.8970872063737,91409.43651538013,37.94039726816118,-27328,57584,-957456,2301250,-525000,-1338750,0,0,0,-3739,3363,-3358
1781645904793,1.5657132188471223,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520896,0,0,446200,460934,861.1608726382947,91395.46451050312,37.95362496888265,-24400,70272,-960384,1828750,3045000,4436250,780000,780000,0,-3789,3342,-3366
1781645905279,1.8615324086407554,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520896,0,0,446500,461434,860.7041468570303,91400.51372423318,37.95803419314325,-22448,56608,-931104,2275000,358750,883750,0,780000,0,-3767,3331,-3312
1781645905764,1.700667909655067,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520896,0,0,446900,461934,860.0061427545103,91408.23076420068,37.97567104361951,-12688,58560,-961360,-402500,1268750,437500,0,0,780000,-3757,3346,-3310
1781645906251,1.9160753174504634,,0,0,0,0,0,0,1,0,0,0,0,0,0,NoFix,649520896,0,0,447500,462434,860.0061427545103,91408.23076420068,37.97567104361951,-32208,47824,-959408,-840000,-78750,-446250,0,780000,780000,-3780,3352,-3382
